,sensor_4
5495,1396.67
5496,1398.27
5497,1399.7
5498,1398.24
5499,1392.22
5500,1398.33
5501,1392.17
5502,1398.96
5503,1389.12
5504,1406.12
5505,1396.3
5506,1395.52
5507,1396.26
5508,1400.95
5509,1394.98
5510,1405.74
5511,1394.33
5512,1390.2
5513,1397.22
5514,1389.19
5515,1400.67
5516,1395.74
5517,1395.62
5518,1398.73
5519,1401.79
5520,1392.84
5521,1396.69
5522,1393.35
5523,1400.19
5524,1399.63
5525,1394.03
5526,1396.17
5527,1398.93
5528,1395.3
5529,1396.08
5530,1398.05
5531,1400.33
5532,1394.02
5533,1390.96
5534,1398.78
5535,1398.94
5536,1399.22
5537,1396.76
5538,1392.72
5539,1397.92
5540,1396.47
5541,1401.63
5542,1396.62
5543,1402.42
5544,1399.29
5545,1401.79
5546,1403.68
5547,1398.97
5548,1397.48
5549,1393.44
5550,1394.52
5551,1399.57
5552,1399.83
5553,1407.31
5554,1405.43
5555,1405.25
5556,1394.94
5557,1399.35
5558,1394.89
5559,1407.07
5560,1401.74
5561,1400.24
5562,1401.4
5563,1399.46
5564,1395.41
5565,1400.41
5566,1406.13
5567,1392.55
5568,1405.47
5569,1405.28
5570,1408.61
5571,1406.34
5572,1408.36
5573,1402.59
5574,1403.29
5575,1399.69
5576,1406.63
5577,1410.62
5578,1399.68
5579,1411.41
5580,1404.74
5581,1401.99
5582,1405.54
5583,1402.06
5584,1407.76
5585,1411.61
5586,1407.5
5587,1401.19
5588,1404.91
5589,1411.37
5590,1408.76
5591,1411.16
5592,1408.73
5593,1411.25
5594,1408.79
5595,1407.16
5596,1412.05
5597,1413.32
5598,1413.19
5599,1415.99
5600,1417.54
5601,1415.45
5602,1417.41
5603,1414.2
5604,1418.51
5605,1414.89
5606,1417.57
5607,1416.38
5608,1416.58
5609,1415.47
5610,1421.31
5611,1417.7
5612,1414.66
5613,1413.08
5614,1416.81
5615,1427.3
5616,1422.7
5617,1421.17
5618,1416.78
5619,1421.73
5620,1421.04
5621,1422.9
5622,1423.15
5623,1420.72
5624,1418.55
5625,1426.37
5626,1430.24
5627,1421.09
5628,1431.96
5629,1431.57
5630,1408.46
5631,1408.53
5632,1399.36
5633,1404.58
5634,1405.83
5635,1401.97
5636,1410.22
5637,1403.44
5638,1406.02
5639,1402.72
5640,1406.08
5641,1410.3
5642,1403.02
5643,1402.65
5644,1402.14
5645,1403.55
5646,1406.37
5647,1405.48
5648,1405.25
5649,1395.22
5650,1403.4
5651,1408.38
5652,1412.34
5653,1397.33
5654,1410.1
5655,1403.11
5656,1407.01
5657,1398.75
5658,1405.28
5659,1406.81
5660,1399.43
5661,1408.76
5662,1405.33
5663,1399.59
5664,1400.47
5665,1410.4
5666,1403.15
5667,1407.88
5668,1405.89
5669,1404.5
5670,1400.6
5671,1413.29
5672,1402.77
5673,1404.87
5674,1405.61
5675,1405.9
5676,1403.83
5677,1407.53
5678,1400.71
5679,1408.29
5680,1404.18
5681,1405.53
5682,1411.38
5683,1406.28
5684,1404.2
5685,1413.81
5686,1405.7
5687,1405.88
5688,1404.57
5689,1408.44
5690,1404.93
5691,1411.53
5692,1410.47
5693,1401.07
5694,1408.97
5695,1407.49
5696,1409.4
5697,1411.4
5698,1408.37
5699,1410.46
5700,1410.74
5701,1409.28
5702,1405.06
5703,1410.7
5704,1404.89
5705,1410.47
5706,1416.36
5707,1409.51
5708,1410.23
5709,1406.91
5710,1412.4
5711,1414.97
5712,1411.11
5713,1405.25
5714,1407.34
5715,1404.47
5716,1412.09
5717,1414.74
5718,1409.7
5719,1411.1
5720,1411.07
5721,1416.41
5722,1411.22
5723,1414.23
5724,1409.73
5725,1413.75
5726,1410.83
5727,1410.02
5728,1411.72
5729,1410.84
5730,1409.89
5731,1410.8
5732,1411.8
5733,1409.54
5734,1407.43
5735,1410.4
5736,1412.02
5737,1411.74
5738,1407.86
5739,1411.12
5740,1415.41
5741,1416.98
5742,1411.18
5743,1415.36
5744,1419.12
5745,1412.73
5746,1420.57
5747,1415.58
5748,1410.24
5749,1414.59
5750,1411.99
5751,1414.2
5752,1413.27
5753,1407.55
5754,1415.69
5755,1411.03
5756,1417.54
5757,1416.66
5758,1412.42
5759,1414.17
5760,1417.77
5761,1413.39
5762,1413.6
5763,1416.93
5764,1417.24
5765,1415.61
5766,1415.59
5767,1423.97
5768,1422.19
5769,1410.25
5770,1412.83
5771,1421.65
5772,1425.19
5773,1423.05
5774,1428.24
5775,1423.05
5776,1425.52
5777,1415.21
5778,1412.74
5779,1427.73
5780,1422.78
5781,1426.79
5782,1427.74
5783,1426.81
5784,1422.72
5785,1423.41
5786,1430.84
5787,1429.63
5788,1434.55
5789,1432.16
5790,1431.39
5791,1430.41
5792,1436.41
5793,1392.46
5794,1406.94
5795,1396.01
5796,1402.14
5797,1398.18
5798,1392.93
5799,1399.8
5800,1396.91
5801,1388.7
5802,1401.38
5803,1392.01
5804,1396.9
5805,1402.07
5806,1401.14
5807,1400.21
5808,1394.29
5809,1401.91
5810,1398.25
5811,1393.93
5812,1395.66
5813,1393.02
5814,1391.13
5815,1399.5
5816,1389.91
5817,1399.6
5818,1394.28
5819,1398.41
5820,1394.82
5821,1397.24
5822,1396.49
5823,1402.5
5824,1401.48
5825,1401.28
5826,1402.45
5827,1399.12
5828,1406.83
5829,1392.92
5830,1397.03
5831,1400.68
5832,1396.56
5833,1397.44
5834,1395.07
5835,1389.53
5836,1392.7
5837,1395.17
5838,1398.65
5839,1394.82
5840,1394.7
5841,1403.79
5842,1386.69
5843,1395.76
5844,1395.75
5845,1397.13
5846,1407.99
5847,1392.36
5848,1400.13
5849,1393.73
5850,1397.02
5851,1400.35
5852,1390.33
5853,1392.98
5854,1400.98
5855,1395.34
5856,1393.91
5857,1395.51
5858,1399.14
5859,1395.31
5860,1394.37
5861,1404.47
5862,1397.05
5863,1398.2
5864,1401.78
5865,1401.3
5866,1408.31
5867,1398.62
5868,1404.48
5869,1398.18
5870,1398.05
5871,1402.3
5872,1397.53
5873,1397.48
5874,1395.38
5875,1394.98
5876,1401.34
5877,1397.52
5878,1398.23
5879,1387.36
5880,1394.11
5881,1399.62
5882,1400.35
5883,1400.44
5884,1408.06
5885,1395.09
5886,1399.89
5887,1390.22
5888,1402.12
5889,1398.59
5890,1402.72
5891,1396.54
5892,1400.74
5893,1404.81
5894,1401.86
5895,1397.28
5896,1402.0
5897,1405.92
5898,1402.93
5899,1402.29
5900,1399.83
5901,1402.83
5902,1401.54
5903,1406.2
5904,1396.72
5905,1394.55
5906,1403.23
5907,1402.69
5908,1405.81
5909,1401.32
5910,1397.66
5911,1399.37
5912,1401.4
5913,1393.52
5914,1406.33
5915,1404.95
5916,1403.67
5917,1409.54
5918,1399.84
5919,1402.34
5920,1406.55
5921,1414.22
5922,1397.82
5923,1406.77
5924,1403.19
5925,1404.17
5926,1407.07
5927,1403.44
5928,1405.63
5929,1405.53
5930,1411.94
5931,1408.71
5932,1401.57
5933,1402.83
5934,1409.76
5935,1410.08
5936,1405.23
5937,1409.11
5938,1405.58
5939,1413.02
5940,1415.8
5941,1407.63
5942,1411.98
5943,1410.16
5944,1409.7
5945,1417.0
5946,1406.04
5947,1404.65
5948,1402.97
5949,1406.4
5950,1416.24
5951,1412.94
5952,1416.64
5953,1415.27
5954,1412.51
5955,1410.54
5956,1418.13
5957,1414.8
5958,1405.06
5959,1418.89
5960,1409.51
5961,1416.89
5962,1413.31
5963,1418.05
5964,1416.87
5965,1420.56
5966,1419.27
5967,1418.61
5968,1420.87
5969,1418.86
5970,1418.78
5971,1419.01
5972,1427.11
5973,1420.74
5974,1420.71
5975,1412.64
5976,1424.56
5977,1431.53
5978,1426.02
5979,1427.59
5980,1431.49
5981,1425.35
5982,1423.61
5983,1423.84
5984,1422.34
5985,1427.62
5986,1441.49
5987,1393.03
5988,1394.01
5989,1394.99
5990,1394.07
5991,1396.82
5992,1398.27
5993,1405.87
5994,1401.08
5995,1402.92
5996,1399.16
5997,1399.42
5998,1394.44
5999,1397.1
6000,1398.61
6001,1391.64
6002,1398.7
6003,1401.29
6004,1392.85
6005,1399.25
6006,1397.95
6007,1405.43
6008,1395.91
6009,1398.73
6010,1400.11
6011,1395.24
6012,1394.61
6013,1395.12
6014,1395.34
6015,1397.95
6016,1402.39
6017,1398.84
6018,1393.16
6019,1401.33
6020,1399.33
6021,1399.15
6022,1397.59
6023,1395.54
6024,1400.07
6025,1395.41
6026,1397.76
6027,1396.71
6028,1399.34
6029,1394.51
6030,1391.16
6031,1404.39
6032,1395.96
6033,1396.91
6034,1398.43
6035,1398.33
6036,1404.68
6037,1403.08
6038,1394.1
6039,1406.84
6040,1397.18
6041,1396.34
6042,1396.36
6043,1396.08
6044,1398.19
6045,1395.32
6046,1397.52
6047,1400.26
6048,1400.59
6049,1404.25
6050,1394.57
6051,1402.65
6052,1401.11
6053,1402.06
6054,1401.55
6055,1402.87
6056,1390.86
6057,1389.59
6058,1394.39
6059,1401.52
6060,1398.63
6061,1403.33
6062,1401.17
6063,1397.17
6064,1397.01
6065,1399.87
6066,1399.27
6067,1397.11
6068,1403.04
6069,1398.99
6070,1396.03
6071,1398.88
6072,1396.55
6073,1397.71
6074,1400.34
6075,1403.75
6076,1404.03
6077,1400.75
6078,1394.88
6079,1397.48
6080,1402.49
6081,1396.89
6082,1400.69
6083,1405.52
6084,1399.88
6085,1398.71
6086,1399.09
6087,1401.44
6088,1402.89
6089,1406.99
6090,1397.98
6091,1398.02
6092,1401.05
6093,1399.65
6094,1401.0
6095,1403.88
6096,1398.14
6097,1407.75
6098,1403.76
6099,1398.06
6100,1398.89
6101,1400.61
6102,1408.42
6103,1401.82
6104,1399.92
6105,1402.17
6106,1402.37
6107,1402.34
6108,1406.25
6109,1404.48
6110,1405.53
6111,1403.84
6112,1403.85
6113,1404.85
6114,1402.36
6115,1404.6
6116,1407.02
6117,1408.27
6118,1398.13
6119,1405.45
6120,1405.31
6121,1401.49
6122,1401.02
6123,1408.51
6124,1404.89
6125,1401.78
6126,1403.44
6127,1398.14
6128,1404.11
6129,1405.62
6130,1400.03
6131,1411.23
6132,1401.39
6133,1405.08
6134,1402.39
6135,1407.89
6136,1402.37
6137,1405.01
6138,1407.14
6139,1404.64
6140,1408.25
6141,1405.83
6142,1405.88
6143,1400.72
6144,1404.73
6145,1403.24
6146,1401.32
6147,1407.04
6148,1410.34
6149,1403.17
6150,1409.25
6151,1406.3
6152,1409.64
6153,1410.44
6154,1404.56
6155,1407.48
6156,1401.14
6157,1406.34
6158,1411.49
6159,1410.64
6160,1400.46
6161,1411.52
6162,1402.83
6163,1408.47
6164,1407.84
6165,1414.18
6166,1410.57
6167,1407.05
6168,1403.05
6169,1407.03
6170,1411.46
6171,1409.93
6172,1413.03
6173,1418.82
6174,1411.94
6175,1411.58
6176,1406.14
6177,1413.24
6178,1409.32
6179,1418.24
6180,1416.01
6181,1413.72
6182,1415.21
6183,1411.15
6184,1417.66
6185,1424.13
6186,1424.56
6187,1418.49
6188,1416.46
6189,1418.31
6190,1411.85
6191,1412.85
6192,1427.59
6193,1411.14
6194,1418.33
6195,1417.6
6196,1414.18
6197,1427.97
6198,1425.24
6199,1416.53
6200,1420.56
6201,1420.7
6202,1415.41
6203,1421.66
6204,1423.87
6205,1423.53
6206,1429.25
6207,1423.13
6208,1420.58
6209,1422.75
6210,1432.73
6211,1423.18
6212,1426.01
6213,1424.33
6214,1426.05
6215,1429.78
6216,1428.95
6217,1428.63
6218,1429.18
6219,1424.74
6220,1425.76
6221,1405.9
6222,1402.8
6223,1403.3
6224,1410.18
6225,1407.27
6226,1402.86
6227,1407.25
6228,1409.63
6229,1410.39
6230,1409.03
6231,1405.68
6232,1402.48
6233,1411.06
6234,1409.66
6235,1415.05
6236,1405.61
6237,1410.7
6238,1410.28
6239,1406.56
6240,1420.61
6241,1415.42
6242,1404.95
6243,1401.24
6244,1406.22
6245,1414.77
6246,1410.55
6247,1411.97
6248,1406.5
6249,1410.51
6250,1406.51
6251,1407.18
6252,1413.24
6253,1407.25
6254,1406.59
6255,1412.89
6256,1402.41
6257,1403.09
6258,1408.53
6259,1402.41
6260,1408.56
6261,1410.51
6262,1415.57
6263,1409.94
6264,1413.23
6265,1411.16
6266,1409.85
6267,1415.16
6268,1403.72
6269,1415.19
6270,1404.57
6271,1409.4
6272,1414.78
6273,1412.12
6274,1403.18
6275,1410.09
6276,1409.04
6277,1412.03
6278,1410.4
6279,1412.37
6280,1414.73
6281,1408.85
6282,1411.96
6283,1411.01
6284,1418.64
6285,1406.15
6286,1418.87
6287,1405.46
6288,1411.26
6289,1413.12
6290,1413.65
6291,1398.95
6292,1410.64
6293,1411.32
6294,1410.89
6295,1413.27
6296,1404.54
6297,1409.46
6298,1410.07
6299,1408.33
6300,1409.33
6301,1414.03
6302,1411.68
6303,1405.67
6304,1413.53
6305,1411.63
6306,1408.53
6307,1410.62
6308,1411.92
6309,1407.34
6310,1414.69
6311,1413.26
6312,1406.65
6313,1414.92
6314,1408.45
6315,1414.69
6316,1411.76
6317,1408.98
6318,1408.77
6319,1404.11
6320,1411.12
6321,1415.0
6322,1409.09
6323,1417.72
6324,1420.69
6325,1418.82
6326,1409.14
6327,1416.19
6328,1415.2
6329,1417.17
6330,1412.99
6331,1417.72
6332,1415.1
6333,1415.13
6334,1413.51
6335,1416.45
6336,1409.36
6337,1415.21
6338,1414.8
6339,1416.1
6340,1413.64
6341,1412.62
6342,1413.93
6343,1412.98
6344,1409.69
6345,1412.92
6346,1410.98
6347,1407.04
6348,1415.11
6349,1413.96
6350,1411.91
6351,1420.57
6352,1415.96
6353,1420.18
6354,1424.93
6355,1414.46
6356,1421.56
6357,1417.69
6358,1413.38
6359,1419.87
6360,1420.68
6361,1424.15
6362,1419.27
6363,1412.56
6364,1412.12
6365,1425.74
6366,1413.99
6367,1412.88
6368,1415.64
6369,1415.65
6370,1414.27
6371,1416.67
6372,1418.22
6373,1414.1
6374,1419.79
6375,1423.71
6376,1417.16
6377,1423.07
6378,1423.25
6379,1424.0
6380,1414.76
6381,1427.52
6382,1416.42
6383,1425.06
6384,1416.92
6385,1420.93
6386,1426.65
6387,1424.4
6388,1420.09
6389,1423.19
6390,1416.23
6391,1422.27
6392,1424.99
6393,1423.61
6394,1418.3
6395,1417.94
6396,1427.29
6397,1428.69
6398,1430.73
6399,1422.95
6400,1423.33
6401,1427.33
6402,1421.69
6403,1427.48
6404,1429.07
6405,1428.19
6406,1427.36
6407,1431.95
6408,1433.31
6409,1429.42
6410,1430.3
6411,1435.15
6412,1396.83
6413,1395.22
6414,1397.91
6415,1400.32
6416,1398.53
6417,1396.63
6418,1401.66
6419,1395.91
6420,1396.13
6421,1394.44
6422,1403.9
6423,1394.07
6424,1394.13
6425,1394.42
6426,1395.96
6427,1393.09
6428,1388.35
6429,1397.48
6430,1402.12
6431,1397.76
6432,1400.87
6433,1393.14
6434,1396.29
6435,1394.35
6436,1398.95
6437,1396.42
6438,1388.88
6439,1394.62
6440,1392.43
6441,1390.69
6442,1402.15
6443,1395.04
6444,1393.37
6445,1389.75
6446,1393.44
6447,1395.5
6448,1403.8
6449,1390.76
6450,1400.98
6451,1393.05
6452,1397.32
6453,1401.25
6454,1392.66
6455,1394.83
6456,1397.56
6457,1400.34
6458,1396.42
6459,1397.55
6460,1401.23
6461,1405.07
6462,1406.53
6463,1394.06
6464,1402.88
6465,1396.31
6466,1392.6
6467,1403.26
6468,1401.24
6469,1399.63
6470,1394.98
6471,1392.73
6472,1401.52
6473,1396.74
6474,1394.36
6475,1393.61
6476,1403.85
6477,1399.58
6478,1397.59
6479,1389.39
6480,1405.19
6481,1397.87
6482,1397.43
6483,1395.39
6484,1403.88
6485,1400.88
6486,1393.02
6487,1394.83
6488,1403.68
6489,1397.84
6490,1408.21
6491,1396.6
6492,1404.98
6493,1396.36
6494,1392.43
6495,1399.74
6496,1401.0
6497,1398.29
6498,1399.51
6499,1394.73
6500,1393.07
6501,1401.33
6502,1407.34
6503,1396.03
6504,1409.2
6505,1405.53
6506,1394.99
6507,1408.73
6508,1404.52
6509,1399.48
6510,1404.67
6511,1398.46
6512,1405.51
6513,1398.28
6514,1394.59
6515,1411.72
6516,1406.51
6517,1401.66
6518,1402.85
6519,1399.92
6520,1393.35
6521,1401.54
6522,1402.3
6523,1406.79
6524,1398.17
6525,1397.61
6526,1400.39
6527,1409.9
6528,1395.67
6529,1398.77
6530,1406.67
6531,1403.04
6532,1405.73
6533,1396.89
6534,1407.06
6535,1393.51
6536,1404.38
6537,1401.68
6538,1405.09
6539,1395.3
6540,1400.48
6541,1400.83
6542,1401.32
6543,1411.11
6544,1409.01
6545,1397.33
6546,1409.44
6547,1409.18
6548,1410.89
6549,1399.66
6550,1405.25
6551,1404.71
6552,1396.38
6553,1407.96
6554,1404.11
6555,1406.63
6556,1405.42
6557,1404.11
6558,1414.58
6559,1412.25
6560,1416.69
6561,1402.33
6562,1407.8
6563,1412.92
6564,1404.38
6565,1407.67
6566,1412.88
6567,1404.42
6568,1405.44
6569,1408.69
6570,1417.08
6571,1413.0
6572,1409.57
6573,1408.67
6574,1403.35
6575,1410.76
6576,1415.13
6577,1408.81
6578,1413.93
6579,1418.79
6580,1411.55
6581,1418.98
6582,1414.74
6583,1418.88
6584,1415.07
6585,1419.95
6586,1415.62
6587,1424.1
6588,1417.09
6589,1424.29
6590,1419.15
6591,1419.13
6592,1424.44
6593,1416.24
6594,1425.09
6595,1415.14
6596,1419.46
6597,1424.52
6598,1421.34
6599,1422.77
6600,1418.35
6601,1423.76
6602,1422.06
6603,1431.43
6604,1424.34
6605,1428.52
6606,1431.92
6607,1425.13
6608,1431.02
6609,1429.85
6610,1425.2
6611,1433.49
6612,1407.9
6613,1404.51
6614,1403.07
6615,1400.73
6616,1404.55
6617,1409.35
6618,1403.87
6619,1401.76
6620,1405.36
6621,1401.62
6622,1408.71
6623,1405.5
6624,1406.61
6625,1407.89
6626,1410.94
6627,1393.39
6628,1411.03
6629,1406.15
6630,1407.36
6631,1411.01
6632,1411.06
6633,1400.88
6634,1399.94
6635,1407.67
6636,1409.69
6637,1399.66
6638,1409.37
6639,1405.91
6640,1405.95
6641,1413.57
6642,1406.34
6643,1412.95
6644,1400.52
6645,1405.64
6646,1404.57
6647,1399.0
6648,1407.98
6649,1404.47
6650,1404.37
6651,1400.41
6652,1400.25
6653,1407.12
6654,1407.26
6655,1402.52
6656,1407.75
6657,1413.07
6658,1406.22
6659,1398.02
6660,1407.11
6661,1409.96
6662,1404.25
6663,1402.05
6664,1403.11
6665,1410.01
6666,1405.19
6667,1407.03
6668,1401.73
6669,1398.02
6670,1399.68
6671,1401.72
6672,1406.89
6673,1407.27
6674,1407.1
6675,1407.09
6676,1402.96
6677,1397.86
6678,1405.53
6679,1405.68
6680,1404.64
6681,1414.73
6682,1399.19
6683,1406.23
6684,1411.6
6685,1402.95
6686,1410.05
6687,1401.31
6688,1405.09
6689,1403.74
6690,1404.2
6691,1404.13
6692,1411.27
6693,1409.52
6694,1411.81
6695,1407.45
6696,1413.17
6697,1404.76
6698,1399.25
6699,1409.98
6700,1410.57
6701,1407.77
6702,1406.98
6703,1407.92
6704,1413.55
6705,1410.49
6706,1405.43
6707,1408.72
6708,1412.55
6709,1408.27
6710,1404.24
6711,1410.34
6712,1415.84
6713,1401.75
6714,1406.05
6715,1411.39
6716,1413.81
6717,1408.83
6718,1411.37
6719,1401.82
6720,1402.53
6721,1403.2
6722,1406.57
6723,1410.34
6724,1414.49
6725,1411.57
6726,1411.36
6727,1404.91
6728,1407.67
6729,1413.98
6730,1406.24
6731,1411.91
6732,1404.87
6733,1405.9
6734,1404.13
6735,1407.12
6736,1415.65
6737,1407.99
6738,1410.51
6739,1414.31
6740,1416.4
6741,1413.81
6742,1410.87
6743,1413.76
6744,1416.64
6745,1415.95
6746,1409.06
6747,1412.12
6748,1406.06
6749,1406.22
6750,1411.32
6751,1409.45
6752,1413.42
6753,1409.63
6754,1410.48
6755,1417.97
6756,1405.74
6757,1406.33
6758,1422.99
6759,1416.22
6760,1408.42
6761,1410.75
6762,1411.99
6763,1414.93
6764,1412.27
6765,1417.1
6766,1414.88
6767,1413.29
6768,1419.02
6769,1417.52
6770,1414.27
6771,1417.02
6772,1410.38
6773,1409.5
6774,1421.17
6775,1419.84
6776,1418.39
6777,1417.31
6778,1415.52
6779,1420.72
6780,1418.78
6781,1421.7
6782,1415.32
6783,1422.56
6784,1419.57
6785,1419.74
6786,1418.78
6787,1415.32
6788,1417.64
6789,1421.08
6790,1419.03
6791,1418.7
6792,1412.98
6793,1418.46
6794,1421.05
6795,1424.35
6796,1427.22
6797,1422.41
6798,1425.4
6799,1425.85
6800,1425.76
6801,1425.41
6802,1431.68
6803,1428.02
6804,1424.76
6805,1426.19
6806,1434.09
6807,1401.87
6808,1406.99
6809,1400.83
6810,1399.64
6811,1400.4
6812,1401.92
6813,1408.96
6814,1416.7
6815,1406.31
6816,1406.41
6817,1404.76
6818,1400.14
6819,1402.35
6820,1400.46
6821,1407.15
6822,1396.67
6823,1399.77
6824,1403.72
6825,1407.22
6826,1409.41
6827,1409.2
6828,1403.48
6829,1407.88
6830,1400.9
6831,1410.74
6832,1399.08
6833,1402.64
6834,1404.87
6835,1405.61
6836,1396.77
6837,1402.33
6838,1400.43
6839,1408.38
6840,1405.59
6841,1402.57
6842,1405.98
6843,1402.95
6844,1396.15
6845,1401.27
6846,1399.35
6847,1406.82
6848,1403.91
6849,1398.85
6850,1397.97
6851,1399.74
6852,1403.67
6853,1406.95
6854,1409.17
6855,1402.99
6856,1399.43
6857,1406.39
6858,1405.07
6859,1403.69
6860,1406.94
6861,1410.96
6862,1406.67
6863,1398.25
6864,1404.54
6865,1401.55
6866,1411.19
6867,1401.61
6868,1410.88
6869,1411.81
6870,1405.52
6871,1397.87
6872,1402.14
6873,1403.69
6874,1409.7
6875,1405.71
6876,1402.95
6877,1405.13
6878,1401.82
6879,1395.83
6880,1407.71
6881,1402.76
6882,1405.47
6883,1405.7
6884,1406.56
6885,1401.39
6886,1408.67
6887,1412.58
6888,1407.31
6889,1405.73
6890,1414.92
6891,1409.13
6892,1404.45
6893,1407.81
6894,1403.93
6895,1406.63
6896,1405.56
6897,1406.15
6898,1410.63
6899,1403.33
6900,1408.64
6901,1403.14
6902,1405.67
6903,1405.18
6904,1410.88
6905,1404.62
6906,1399.15
6907,1406.24
6908,1410.7
6909,1405.02
6910,1412.4
6911,1410.79
6912,1405.52
6913,1405.19
6914,1406.36
6915,1400.32
6916,1409.49
6917,1410.95
6918,1411.98
6919,1412.91
6920,1409.88
6921,1406.42
6922,1407.49
6923,1413.76
6924,1408.74
6925,1404.73
6926,1410.27
6927,1403.25
6928,1405.27
6929,1413.36
6930,1413.34
6931,1414.32
6932,1420.15
6933,1410.08
6934,1407.57
6935,1410.38
6936,1412.14
6937,1416.57
6938,1413.38
6939,1412.79
6940,1410.8
6941,1407.12
6942,1412.05
6943,1418.41
6944,1415.72
6945,1412.65
6946,1415.07
6947,1415.53
6948,1410.43
6949,1414.48
6950,1415.16
6951,1409.61
6952,1415.32
6953,1412.96
6954,1409.13
6955,1408.65
6956,1417.18
6957,1416.72
6958,1423.12
6959,1414.92
6960,1416.36
6961,1418.48
6962,1415.16
6963,1424.69
6964,1422.22
6965,1417.34
6966,1419.51
6967,1414.32
6968,1424.92
6969,1423.75
6970,1426.2
6971,1423.98
6972,1423.17
6973,1422.57
6974,1420.47
6975,1421.9
6976,1424.39
6977,1416.14
6978,1423.94
6979,1430.44
6980,1424.91
6981,1423.07
6982,1429.28
6983,1431.02
6984,1425.42
6985,1426.09
6986,1426.95
6987,1431.5
6988,1407.56
6989,1402.96
6990,1404.26
6991,1408.5
6992,1401.24
6993,1406.49
6994,1408.13
6995,1411.64
6996,1410.02
6997,1405.97
6998,1408.51
6999,1406.33
7000,1406.87
7001,1405.96
7002,1401.15
7003,1409.12
7004,1402.29
7005,1411.5
7006,1404.81
7007,1402.7
7008,1405.54
7009,1406.48
7010,1406.67
7011,1408.48
7012,1411.35
7013,1405.76
7014,1403.75
7015,1405.9
7016,1405.59
7017,1399.65
7018,1405.93
7019,1406.21
7020,1405.17
7021,1400.81
7022,1406.26
7023,1411.68
7024,1407.75
7025,1399.8
7026,1404.38
7027,1409.63
7028,1413.74
7029,1406.93
7030,1406.64
7031,1405.54
7032,1418.38
7033,1408.81
7034,1401.25
7035,1407.22
7036,1405.5
7037,1412.77
7038,1407.96
7039,1411.4
7040,1408.94
7041,1400.2
7042,1407.39
7043,1408.95
7044,1407.17
7045,1416.19
7046,1407.59
7047,1405.5
7048,1409.85
7049,1413.51
7050,1402.33
7051,1407.3
7052,1402.45
7053,1411.15
7054,1413.08
7055,1406.2
7056,1409.31
7057,1422.02
7058,1401.8
7059,1404.34
7060,1402.4
7061,1406.27
7062,1401.12
7063,1411.65
7064,1414.77
7065,1414.56
7066,1410.05
7067,1413.0
7068,1410.48
7069,1415.33
7070,1417.57
7071,1407.39
7072,1417.04
7073,1412.35
7074,1413.52
7075,1416.07
7076,1411.85
7077,1413.8
7078,1409.99
7079,1414.97
7080,1406.9
7081,1418.44
7082,1414.71
7083,1415.09
7084,1413.72
7085,1416.01
7086,1414.94
7087,1413.31
7088,1412.57
7089,1417.98
7090,1410.5
7091,1414.24
7092,1407.07
7093,1418.75
7094,1413.35
7095,1417.61
7096,1411.76
7097,1415.28
7098,1412.02
7099,1409.99
7100,1414.55
7101,1412.17
7102,1413.11
7103,1417.19
7104,1419.24
7105,1410.89
7106,1415.11
7107,1414.21
7108,1418.39
7109,1421.21
7110,1421.09
7111,1412.12
7112,1420.91
7113,1416.7
7114,1419.59
7115,1422.23
7116,1412.58
7117,1414.89
7118,1418.97
7119,1418.22
7120,1424.15
7121,1425.36
7122,1426.22
7123,1422.05
7124,1421.59
7125,1422.34
7126,1416.46
7127,1428.7
7128,1420.72
7129,1418.29
7130,1421.14
7131,1425.25
7132,1428.83
7133,1419.61
7134,1425.03
7135,1425.35
7136,1431.97
7137,1428.45
7138,1427.92
7139,1431.26
7140,1424.73
7141,1420.45
7142,1430.87
7143,1432.17
7144,1428.71
7145,1432.33
7146,1404.33
7147,1405.62
7148,1407.49
7149,1405.6
7150,1405.39
7151,1404.35
7152,1401.08
7153,1414.15
7154,1402.66
7155,1403.06
7156,1402.61
7157,1408.37
7158,1412.52
7159,1401.8
7160,1404.49
7161,1408.82
7162,1413.91
7163,1408.33
7164,1403.72
7165,1407.08
7166,1401.8
7167,1410.47
7168,1409.31
7169,1409.21
7170,1399.81
7171,1414.05
7172,1404.08
7173,1401.31
7174,1409.33
7175,1412.19
7176,1404.79
7177,1409.24
7178,1402.02
7179,1406.21
7180,1405.47
7181,1401.22
7182,1407.31
7183,1413.0
7184,1400.73
7185,1399.48
7186,1402.73
7187,1403.36
7188,1407.56
7189,1411.21
7190,1406.68
7191,1405.59
7192,1403.14
7193,1401.04
7194,1406.91
7195,1400.96
7196,1404.84
7197,1398.83
7198,1402.36
7199,1406.71
7200,1404.91
7201,1410.27
7202,1399.77
7203,1410.48
7204,1408.57
7205,1414.78
7206,1400.18
7207,1402.58
7208,1403.74
7209,1409.64
7210,1408.69
7211,1400.52
7212,1413.88
7213,1414.36
7214,1409.55
7215,1410.36
7216,1408.8
7217,1412.05
7218,1407.48
7219,1409.37
7220,1411.24
7221,1406.27
7222,1408.53
7223,1411.61
7224,1413.18
7225,1406.21
7226,1405.92
7227,1407.54
7228,1408.22
7229,1411.69
7230,1404.18
7231,1407.47
7232,1406.92
7233,1404.05
7234,1410.57
7235,1402.97
7236,1411.44
7237,1411.27
7238,1415.84
7239,1411.07
7240,1408.24
7241,1403.71
7242,1408.1
7243,1406.89
